id	theta	r	color	phy	bg_color
s__Proteobacteria_bacterium_SG_bin4	2.5928081141019557	80	#FFC68A	p__Proteobacteria	#FFDFBD
s__Proteobacteria_bacterium_CAG_139	2.8441355263891395	80	#FFC68A	p__Proteobacteria	#FFDFBD
s__Tepidiphilus_thermophilus	3.095462938676323	80	#FFC68A	p__Proteobacteria	#FFDFBD
s__Hydrogenophilus_thermoluteolus	3.346790350963506	80	#FFC68A	p__Proteobacteria	#FFDFBD
s__Xanthomonas_translucens	3.59811776325069	80	#FFC68A	p__Proteobacteria	#FFDFBD
s__Xanthomonas_phaseoli	3.8494451755378734	80	#FFC68A	p__Proteobacteria	#FFDFBD
s__Megasphaera_cerevisiae	4.100772587825057	80	#85D696	p__Firmicutes	#D1F0D8
s__Dialister_succinatiphilus	4.352100000112241	80	#85D696	p__Firmicutes	#D1F0D8
s__Dialister_sp_CAG_357	4.603427412399424	80	#85D696	p__Firmicutes	#D1F0D8
s__Dialister_pneumosintes	4.854754824686608	80	#85D696	p__Firmicutes	#D1F0D8
s__Dialister_micraerophilus	5.106082236973791	80	#85D696	p__Firmicutes	#D1F0D8
s__Dialister_invisus	5.357409649260974	80	#85D696	p__Firmicutes	#D1F0D8
s__Anaeroglobus_geminatus	5.608737061548158	80	#85D696	p__Firmicutes	#D1F0D8
s__Allisonella_histaminiformans	5.860064473835341	80	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sputigena	6.111391886122525	80	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sp_oral_taxon_920	0.09941748903765169	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sp_oral_taxon_892	0.30210088604344476	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sp_oral_taxon_138	0.504784283049238	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sp_oral_taxon_126	0.707467680055031	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sp_FOBRC6	0.9101510770608241	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_sp_F0473	1.1128344740666174	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_noxia	1.3155178710724105	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_infelix	1.5182012680782035	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_flueggei	1.7208846650839966	100	#85D696	p__Firmicutes	#D1F0D8
s__Selenomonas_artemidis	1.9235680620897897	100	#85D696	p__Firmicutes	#D1F0D8
s__Xanthomonas_oryzae	2.1262514590955828	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Xanthomonas_arboricola	2.328934856101376	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Xanthomonas_alfalfae	2.531618253107169	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Xanthomonadaceae_bacterium_NML91_0213	2.734301650112962	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Xanthomonadaceae_bacterium_NML07_0707	2.936985047118755	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_geniculata	3.139668444124548	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Thermomonas_hydrothermalis	3.3423518411303412	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_sp_BIIR7	3.5450352381361343	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_rhizophila	3.7477186351419274	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_pavanii	3.9504020321477205	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_maltophilia	4.153085429153514	100	#FFC68A	p__Proteobacteria	#FFDFBD
s__Schwartzia_succinivorans	4.3557688261593075	100	#85D696	p__Firmicutes	#D1F0D8
s__Mitsuokella_sp_oral_taxon_131	4.558452223165101	100	#85D696	p__Firmicutes	#D1F0D8
s__Mitsuokella_multacida	4.761135620170894	100	#85D696	p__Firmicutes	#D1F0D8
s__Mitsuokella_jalaludinii	4.963819017176687	100	#85D696	p__Firmicutes	#D1F0D8
s__Megamonas_rupellensis	5.16650241418248	100	#85D696	p__Firmicutes	#D1F0D8
s__Megamonas_hypermegale	5.369185811188273	100	#85D696	p__Firmicutes	#D1F0D8
s__Megamonas_funiformis_CAG_377	5.571869208194066	100	#85D696	p__Firmicutes	#D1F0D8
s__Megamonas_funiformis	5.774552605199859	100	#85D696	p__Firmicutes	#D1F0D8
s__Centipeda_periodontii	5.977236002205652	100	#85D696	p__Firmicutes	#D1F0D8
s__Phascolarctobacterium_succinatutens	6.179919399211445	100	#85D696	p__Firmicutes	#D1F0D8
s__Phascolarctobacterium_sp_CAG_266	0.11930098684518203	120	#85D696	p__Firmicutes	#D1F0D8
s__Phascolarctobacterium_sp	0.2891168059581438	120	#85D696	p__Firmicutes	#D1F0D8
s__Phascolarctobacterium_faecium	0.4589326250711056	120	#85D696	p__Firmicutes	#D1F0D8
s__Acidaminococcus_sp_CAG_542	0.6287484441840674	120	#85D696	p__Firmicutes	#D1F0D8
s__Acidaminococcus_intestini	0.7985642632970291	120	#85D696	p__Firmicutes	#D1F0D8
s__Acidaminococcus_fermentans	0.9683800824099908	120	#85D696	p__Firmicutes	#D1F0D8
s__Limnochorda_pilosa	1.1381959015229528	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_95	1.3080117206359145	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_94	1.4778275397488763	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_83	1.647643358861838	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_791	1.8174591779747997	120	#85D696	p__Firmicutes	#D1F0D8
s__Stenotrophomonas_koreensis	1.9872749970877617	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_humi	2.1570908162007236	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_ginsengisoli	2.3269066353136854	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Stenotrophomonas_acidaminiphila	2.496722454426647	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudoxanthomonas_sp_CF385	2.666538273539609	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Lysobacter_tolerans	2.8363540926525705	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Lysobacter_soli	3.0061699117655323	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Lysobacter_enzymogenes	3.175985730878494	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Luteimonas_sp_83_4	3.3458015499914557	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Rhodanobacter_sp_TND4EH1	3.5156173691044175	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Rhodanobacter_glycinis	3.6854331882173796	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Vibrio_parahaemolyticus	3.8552490073303414	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Vibrio_kanaloae	4.0250648264433035	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Vibrio_furnissii	4.194880645556266	120	#FFC68A	p__Proteobacteria	#FFDFBD
s__Firmicutes_bacterium_CAG_646	4.364696464669227	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_555	4.534512283782189	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_534	4.7043281028951505	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_424	4.874143922008113	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_238	5.043959741121074	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_170	5.213775560234036	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_145	5.383591379346997	120	#85D696	p__Firmicutes	#D1F0D8
s__Firmicutes_bacterium_CAG_110	5.55340719845996	120	#85D696	p__Firmicutes	#D1F0D8
s__Turicibacter_sanguinis	5.723223017572922	120	#85D696	p__Firmicutes	#D1F0D8
s__Solobacterium_moorei	5.893038836685883	120	#85D696	p__Firmicutes	#D1F0D8
s__Massiliomicrobiota_timonensis	6.062854655798845	120	#85D696	p__Firmicutes	#D1F0D8
s__Ileibacterium_valens	6.2326704749118065	120	#85D696	p__Firmicutes	#D1F0D8
s__Holdemania_filiformis	0.13918448465271235	140	#85D696	p__Firmicutes	#D1F0D8
s__Holdemanella_biformis	0.2853050731917725	140	#85D696	p__Firmicutes	#D1F0D8
s__Faecalitalea_cylindroides	0.43142566173083263	140	#85D696	p__Firmicutes	#D1F0D8
s__Faecalicoccus_pleomorphus	0.5775462502698928	140	#85D696	p__Firmicutes	#D1F0D8
s__Faecalibaculum_rodentium	0.723666838808953	140	#85D696	p__Firmicutes	#D1F0D8
s__Erysipelothrix_larvae	0.8697874273480132	140	#85D696	p__Firmicutes	#D1F0D8
s__Erysipelatoclostridium_ramosum	1.0159080158870732	140	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_spiroforme	1.1620286044261334	140	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_innocuum	1.3081491929651936	140	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_cocleatum	1.4542697815042538	140	#85D696	p__Firmicutes	#D1F0D8
s__Eggerthia_catenaformis	1.600390370043314	140	#85D696	p__Firmicutes	#D1F0D8
s__Dielma_fastidiosa	1.7465109585823742	140	#85D696	p__Firmicutes	#D1F0D8
s__Vibrio_fluvialis	1.892631547121434	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Vibrio_cholerae	2.038752135660494	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Photobacterium_phosphoreum	2.1848727241995545	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Photobacterium_iliopiscarium	2.330993312738615	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Photobacterium_damselae	2.477113901277675	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Photobacterium_aquimaris	2.623234489816735	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Aliivibrio_logei	2.769355078355795	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_zeshuii	2.915475666894855	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_yamanorum	3.0615962554339156	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_weihenstephanensis	3.2077168439729755	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_versuta	3.353837432512036	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_taetrolens	3.499958021051096	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_TTU2014_080ASC	3.646078609590156	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_R9_37	3.7921991981292162	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_OV508	3.938319786668276	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_OV467	4.084440375207336	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_NS1_2017	4.230560963746396	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_HMWF006	4.376681552285456	140	#FFC68A	p__Proteobacteria	#FFDFBD
s__Coprobacillus_cateniformis	4.522802140824517	140	#85D696	p__Firmicutes	#D1F0D8
s__Catenibacterium_mitsuokai	4.668922729363577	140	#85D696	p__Firmicutes	#D1F0D8
s__Candidatus_Stoquefichus_sp_KLE1796	4.815043317902637	140	#85D696	p__Firmicutes	#D1F0D8
s__Absiella_dolichum	4.961163906441697	140	#85D696	p__Firmicutes	#D1F0D8
s__Subdoligranulum_variabile	5.107284494980757	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruthenibacterium_lactatiformans	5.253405083519818	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_sp_CAG_624	5.399525672058878	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_sp_CAG_579	5.5456462605979375	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_sp_CAG_563	5.6917668491369975	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_sp_CAG_488	5.837887437676058	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_sp_CAG_403	5.984008026215118	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_sp_CAG_330	6.130128614754178	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_obeum_CAG_39	6.276249203293238	140	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_lactaris	0.1590679824602427	160	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_callidus	0.28473168860383447	160	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_bromii	0.41039539474742615	160	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcus_bicirculans	0.5360591008910179	160	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcaceae_bacterium_D5	0.6617228070346096	160	#85D696	p__Firmicutes	#D1F0D8
s__Ruminococcaceae_bacterium_D16	0.7873865131782013	160	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_siraeum	0.9130502193217931	160	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_methylpentosum	1.038713925465385	160	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_leptum	1.1643776316089767	160	#85D696	p__Firmicutes	#D1F0D8
s__Pseudoflavonifractor_sp_An85	1.2900413377525684	160	#85D696	p__Firmicutes	#D1F0D8
s__Pseudoflavonifractor_sp_An184	1.41570504389616	160	#85D696	p__Firmicutes	#D1F0D8
s__Pseudoflavonifractor_capillosus	1.541368750039752	160	#85D696	p__Firmicutes	#D1F0D8
s__Hydrogenoanaerobacterium_saccharovorans	1.6670324561833436	160	#85D696	p__Firmicutes	#D1F0D8
s__Pseudomonas_sp_HAR_UPW_AIA_41	1.7926961623269353	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_Choline_02u_1	1.9183598684705272	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_57B_090624	2.0440235746141187	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_2822_17	2.1696872807577106	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_sp_21	2.2953509869013025	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_soli	2.421014693044894	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_simiae	2.546678399188486	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_silesiensis	2.6723421053320773	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_seleniipraecipitans	2.798005811475669	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_rhizosphaerae	2.923669517619261	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_putida_group	3.0493332237628525	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_psychrotolerans	3.1749969299064444	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_psychrophila	3.3006606360500363	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_paralactis	3.426324342193628	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_parafulva	3.5519880483372197	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_panacis	3.6776517544808116	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_moraviensis	3.803315460624403	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_lurida	3.928979166767995	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_lundensis	4.054642872911586	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_lactis	4.180306579055178	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_kuykendallii	4.30597028519877	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_kunmingensis	4.431633991342362	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_indoloxydans	4.557297697485953	160	#FFC68A	p__Proteobacteria	#FFDFBD
s__Harryflintia_acetispora	4.682961403629545	160	#85D696	p__Firmicutes	#D1F0D8
s__Gemmiger_sp_An87	4.8086251097731365	160	#85D696	p__Firmicutes	#D1F0D8
s__Gemmiger_sp_An50	4.934288815916728	160	#85D696	p__Firmicutes	#D1F0D8
s__Gemmiger_sp_An194	5.05995252206032	160	#85D696	p__Firmicutes	#D1F0D8
s__Gemmiger_sp_An120	5.185616228203911	160	#85D696	p__Firmicutes	#D1F0D8
s__Gemmiger_formicilis	5.311279934347503	160	#85D696	p__Firmicutes	#D1F0D8
s__Flavonifractor_sp_An82	5.436943640491095	160	#85D696	p__Firmicutes	#D1F0D8
s__Flavonifractor_sp_An306	5.562607346634687	160	#85D696	p__Firmicutes	#D1F0D8
s__Flavonifractor_sp_An100	5.688271052778279	160	#85D696	p__Firmicutes	#D1F0D8
s__Flavonifractor_sp_An10	5.813934758921871	160	#85D696	p__Firmicutes	#D1F0D8
s__Flavonifractor_plautii	5.939598465065462	160	#85D696	p__Firmicutes	#D1F0D8
s__Faecalibacterium_prausnitzii	6.065262171209054	160	#85D696	p__Firmicutes	#D1F0D8
s__Anaerotruncus_sp_CAG_528	6.190925877352646	160	#85D696	p__Firmicutes	#D1F0D8
s__Anaerotruncus_colihominis	6.316589583496238	160	#85D696	p__Firmicutes	#D1F0D8
s__Anaeromassilibacillus_sp_An250	0.17895148026777305	180	#85D696	p__Firmicutes	#D1F0D8
s__Anaeromassilibacillus_sp_An200	0.29115121789598	180	#85D696	p__Firmicutes	#D1F0D8
s__Anaeromassilibacillus_sp_An172	0.40335095552418687	180	#85D696	p__Firmicutes	#D1F0D8
s__Anaerofilum_sp_An201	0.5155506931523938	180	#85D696	p__Firmicutes	#D1F0D8
s__Agathobaculum_butyriciproducens	0.6277504307806007	180	#85D696	p__Firmicutes	#D1F0D8
s__Acetivibrio_ethanolgignens	0.7399501684088076	180	#85D696	p__Firmicutes	#D1F0D8
s__Terrisporobacter_othiniensis	0.8521499060370145	180	#85D696	p__Firmicutes	#D1F0D8
s__Terrisporobacter_glycolicus	0.9643496436652214	180	#85D696	p__Firmicutes	#D1F0D8
s__Romboutsia_lituseburensis	1.0765493812934281	180	#85D696	p__Firmicutes	#D1F0D8
s__Romboutsia_ilealis	1.188749118921635	180	#85D696	p__Firmicutes	#D1F0D8
s__Romboutsia_hominis	1.300948856549842	180	#85D696	p__Firmicutes	#D1F0D8
s__Peptostreptococcus_stomatis	1.4131485941780488	180	#85D696	p__Firmicutes	#D1F0D8
s__Peptostreptococcus_sp_MV1	1.5253483318062557	180	#85D696	p__Firmicutes	#D1F0D8
s__Pseudomonas_hunanensis	1.6375480694344626	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_helleri	1.7497478070626695	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_guguanensis	1.8619475446908764	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_grimontii	1.9741472823190833	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_graminis	2.0863470199472904	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_gingeri	2.1985467575754973	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_fragi	2.3107464952037042	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_formosensis	2.422946232831911	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_fluvialis	2.535145970460118	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_fluorescens_group	2.647345708088325	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_flexibilis	2.759545445716532	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_deceptionensis	2.8717451833447387	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_coleopterorum	2.9839449209729456	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_chengduensis	3.0961446586011525	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_antarctica	3.2083443962293594	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_alcaliphila	3.3205441338575663	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Pseudomonas_aeruginosa_group	3.432743871485773	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_sp_JB385	3.54494360911398	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_sp_Cmf_22_2	3.657143346742187	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_sp_1501_2011	3.769343084370394	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_piscatorii	3.881542821998601	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_piechaudii	3.9937425596268077	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_pasteurii	4.105942297255014	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_pacificensis	4.218142034883221	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_fozii	4.330341772511428	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Psychrobacter_cryohalolentis	4.442541510139635	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Perlucidibaca_sp_HR_E	4.554741247767842	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Moraxella_sp_VT_16_12	4.666940985396049	180	#FFC68A	p__Proteobacteria	#FFDFBD
s__Peptostreptococcus_anaerobius	4.7791407230242555	180	#85D696	p__Firmicutes	#D1F0D8
s__Peptostreptococcaceae_bacterium_oral_taxon_113	4.891340460652462	180	#85D696	p__Firmicutes	#D1F0D8
s__Clostridium_hiranonis	5.003540198280669	180	#85D696	p__Firmicutes	#D1F0D8
s__Peptoanaerobacter_stomatis	5.115739935908876	180	#85D696	p__Firmicutes	#D1F0D8
s__Eubacterium_yurii	5.227939673537083	180	#85D696	p__Firmicutes	#D1F0D8
s__Paraclostridium_bifermentans	5.34013941116529	180	#85D696	p__Firmicutes	#D1F0D8
s__Paraclostridium_benzoelyticum	5.452339148793497	180	#85D696	p__Firmicutes	#D1F0D8
s__Paeniclostridium_sordellii	5.564538886421704	180	#85D696	p__Firmicutes	#D1F0D8
s__Intestinibacter_bartlettii	5.676738624049911	180	#85D696	p__Firmicutes	#D1F0D8
s__Filifactor_alocis	5.788938361678118	180	#85D696	p__Firmicutes	#D1F0D8
s__Criibacterium_bergeronii	5.9011380993063245	180	#85D696	p__Firmicutes	#D1F0D8
s__Clostridioides_difficile	6.013337836934531	180	#85D696	p__Firmicutes	#D1F0D8
s__Peptococcus_niger	6.125537574562738	180	#85D696	p__Firmicutes	#D1F0D8
