id	theta	r	color	phy	bg_color
s__Thermus_thermophilus	4.3557688261593075	100	#AAAAAA	other	#B3B3B3
s__Thermus_scotoductus	4.558452223165101	100	#AAAAAA	other	#B3B3B3
s__Thermus_parvatiensis	4.761135620170894	100	#AAAAAA	other	#B3B3B3
s__Meiothermus_silvanus	4.963819017176687	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_wulumuqiensis	5.16650241418248	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_swuensis	5.369185811188273	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_soli_Cha_et_al_2016	5.571869208194066	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_reticulitermitis	5.774552605199859	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_radiodurans	5.977236002205652	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_grandis	6.179919399211445	100	#AAAAAA	other	#B3B3B3
s__Deinococcus_geothermalis	0.11930098684518203	120	#AAAAAA	other	#B3B3B3
s__Deinococcus_actinosclerus	0.2891168059581438	120	#AAAAAA	other	#B3B3B3
s__Mucispirillum_schaedleri	0.4589326250711056	120	#AAAAAA	other	#B3B3B3
s__Synechococcus_sp_JA_2_3B_a_2_13	0.6287484441840674	120	#AAAAAA	other	#B3B3B3
s__Oscillatoria_nigro_viridis	0.7985642632970291	120	#AAAAAA	other	#B3B3B3
s__Oscillatoria_acuminata	0.9683800824099908	120	#AAAAAA	other	#B3B3B3
s__Tychonema_bourrellyi	1.1381959015229528	120	#AAAAAA	other	#B3B3B3
s__Microcoleus_vaginatus	1.3080117206359145	120	#AAAAAA	other	#B3B3B3
s__Microcoleus_sp_PCC_7113	1.4778275397488763	120	#AAAAAA	other	#B3B3B3
s__Arthrospira_platensis	1.647643358861838	120	#AAAAAA	other	#B3B3B3
s__Crinalium_epipsammum	1.8174591779747997	120	#AAAAAA	other	#B3B3B3
s__Tolypothrix_campylonemoides	1.9872749970877617	120	#AAAAAA	other	#B3B3B3
s__Chroococcidiopsis_thermalis	2.1570908162007236	120	#AAAAAA	other	#B3B3B3
s__Chlorogloea_sp_CCALA_695	2.3269066353136854	120	#AAAAAA	other	#B3B3B3
s__Coprothermobacter_proteolyticus	2.496722454426647	120	#AAAAAA	other	#B3B3B3
s__Roseiflexus_sp_RS_1	2.666538273539609	120	#AAAAAA	other	#B3B3B3
s__Kouleothrix_aurantiaca	2.8363540926525705	120	#AAAAAA	other	#B3B3B3
s__Anaerolineaceae_bacterium_oral_taxon_439	3.0061699117655323	120	#AAAAAA	other	#B3B3B3
s__Chlamydia_ibidis	3.175985730878494	120	#AAAAAA	other	#B3B3B3
s__Candidatus_Gastranaerophilales_bacterium_HUM_9	3.3458015499914557	120	#AAAAAA	other	#B3B3B3
s__Candidatus_Gastranaerophilales_bacterium	3.5156173691044175	120	#AAAAAA	other	#B3B3B3
s__Candidatus_Nitrosocosmicus_oleophilus	3.6854331882173796	120	#AAAAAA	other	#B3B3B3
s__Sphingobacterium_spiritivorum	3.8552490073303414	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sphingobacterium_multivorum	4.0250648264433035	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sphingobacterium_mizutaii	4.194880645556266	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sphingobacterium_lactis	4.364696464669227	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sphingobacterium_faecium	4.534512283782189	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sphingobacterium_cellulitidis	4.7043281028951505	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Pedobacter_sp_Leaf41	4.874143922008113	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Pedobacter_sp_AJM	5.043959741121074	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Pedobacter_nutrimenti	5.213775560234036	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Pedobacter_himalayensis	5.383591379346997	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Weeksella_virosa	5.55340719845996	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Flavobacterium_ummariense	5.723223017572922	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Flavobacterium_sp_FEMGT703F	5.893038836685883	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Flavobacterium_lindanitolerans	6.062854655798845	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Flavobacterium_aquidurense	6.2326704749118065	120	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Flavobacteriaceae_bacterium_JJC	0.13918448465271235	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Empedobacter_falsenii	0.2853050731917725	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Elizabethkingia_miricola	0.43142566173083263	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Elizabethkingia_meningoseptica	0.5775462502698928	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Elizabethkingia_anophelis	0.723666838808953	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Cruoricaptor_ignavus	0.8697874273480132	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Cloacibacterium_normanense	1.0159080158870732	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_vrystaatense	1.1620286044261334	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_taklimakanense	1.3081491929651936	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_takakiae	1.4542697815042538	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_sp_YLOS41	1.600390370043314	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_sp_VAUSW3	1.7465109585823742	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_sp_AG844	1.892631547121434	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_sp_39_10	2.038752135660494	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_scophthalmum	2.1848727241995545	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_mucoviscidosis	2.330993312738615	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_joostei	2.477113901277675	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_indoltheticum	2.623234489816735	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_indologenes	2.769355078355795	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_hominis	2.915475666894855	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_hispanicum	3.0615962554339156	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_gambrini	3.2077168439729755	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_chaponense	3.353837432512036	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_bovis	3.499958021051096	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chryseobacterium_arthrosphaerae	3.646078609590156	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_sputigena	3.7921991981292162	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_sp_oral_taxon_878	3.938319786668276	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_sp_oral_taxon_863	4.084440375207336	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_sp_oral_taxon_338	4.230560963746396	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_sp_oral_taxon_332	4.376681552285456	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_ochracea	4.522802140824517	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_leadbetteri	4.668922729363577	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_haemolytica	4.815043317902637	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_granulosa	4.961163906441697	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_gingivalis	5.107284494980757	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_cynodegmi	5.253405083519818	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_canis	5.399525672058878	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Capnocytophaga_canimorsus	5.5456462605979375	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Bergeyella_zoohelcum	5.6917668491369975	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Blattabacterium_punctulatus	5.837887437676058	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sediminibacterium_sp_FEMGT703S	5.984008026215118	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Chitinophagaceae_bacterium_IBVUCB2	6.130128614754178	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Tannerella_sp_oral_taxon_HOT_286	6.276249203293238	140	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Tannerella_sp_oral_taxon_808	0.1590679824602427	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Tannerella_forsythia	0.28473168860383447	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_sp_CAG_409	0.41039539474742615	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_sp_426_9	0.5360591008910179	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_merdae	0.6617228070346096	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_johnsonii	0.7873865131782013	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_gordonii	0.9130502193217931	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_goldsteinii	1.038713925465385	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_distasonis	1.1643776316089767	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_chinchillae	1.2900413377525684	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Parabacteroides_chartae	1.41570504389616	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Rikenella_microfusus	1.541368750039752	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_timonensis	1.6670324561833436	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_sp_CHKCI003	1.7926961623269353	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_sp_CAG_831	1.9183598684705272	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_sp_An66	2.0440235746141187	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_sp_An31A	2.1696872807577106	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_shahii	2.2953509869013025	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_putredinis	2.421014693044894	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_onderdonkii	2.546678399188486	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_inops	2.6723421053320773	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_indistinctus	2.798005811475669	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alistipes_finegoldii	2.923669517619261	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_veroralis	3.0493332237628525	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_timonensis	3.1749969299064444	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_stercorea	3.3006606360500363	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_S7_1_8	3.426324342193628	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_P3_122	3.5519880483372197	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_oral_taxon_820	3.6776517544808116	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_oral_taxon_376	3.803315460624403	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_oral_taxon_306	3.928979166767995	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_oral_taxon_299	4.054642872911586	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_MGM2	4.180306579055178	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_F0091	4.30597028519877	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_924	4.431633991342362	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_891	4.557297697485953	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_873	4.682961403629545	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_755	4.8086251097731365	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_617	4.934288815916728	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_5226	5.05995252206032	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_520	5.185616228203911	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_485	5.311279934347503	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_279	5.436943640491095	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_1320	5.562607346634687	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_1185	5.688271052778279	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_1124	5.813934758921871	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_1092	5.939598465065462	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_1058	6.065262171209054	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_CAG_1031	6.190925877352646	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_AM42_24	6.316589583496238	160	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_885	0.17895148026777305	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_shahii	0.29115121789598	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_scopos	0.40335095552418687	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_salivae	0.5155506931523938	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_saccharolytica	0.6277504307806007	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_pleuritidis	0.7399501684088076	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_pallens	0.8521499060370145	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_oulorum	0.9643496436652214	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_oris	1.0765493812934281	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_oralis	1.188749118921635	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_nigrescens	1.300948856549842	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_multisaccharivorax	1.4131485941780488	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_multiformis	1.5253483318062557	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_micans	1.6375480694344626	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_melaninogenica	1.7497478070626695	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_marshii	1.8619475446908764	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_maculosa	1.9741472823190833	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_loescheii	2.0863470199472904	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_jejuni	2.1985467575754973	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_intermedia	2.3107464952037042	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_histicola	2.422946232831911	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_fusca	2.535145970460118	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_enoeca	2.647345708088325	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_disiens	2.759545445716532	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_denticola	2.8717451833447387	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_dentalis	2.9839449209729456	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_corporis	3.0961446586011525	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_copri	3.2083443962293594	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_colorans	3.3205441338575663	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_buccalis	3.432743871485773	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_buccae	3.54494360911398	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_bivia	3.657143346742187	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_bergensis	3.769343084370394	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_baroniae	3.881542821998601	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_amnii	3.9937425596268077	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Paraprevotella_xylaniphila	4.105942297255014	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Paraprevotella_clara	4.218142034883221	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Prevotella_sp_oral_taxon_473	4.330341772511428	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alloprevotella_tannerae	4.442541510139635	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Alloprevotella_rava	4.554741247767842	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Sanguibacteroides_justesenii	4.666940985396049	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_uenonis	4.7791407230242555	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_sp_oral_taxon_278	4.891340460652462	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_sp_HMSC065F10	5.003540198280669	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_sp_COT_239_OH1446	5.115739935908876	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_somerae	5.227939673537083	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_macacae	5.34013941116529	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_gulae	5.452339148793497	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_gingivicanis	5.564538886421704	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_gingivalis	5.676738624049911	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
s__Porphyromonas_endodontalis	5.788938361678118	180	#7EC9CE	p__Bacteroidetes	#C8E8EA
